;Unnamed: 0;League;Home;Away;INC;Round;Date;Time;H_Score;A_Score;HT_H_Score;HT_A_Score;WIN;H_BET;X_BET;A_BET;WIN_BET;OVER_2.5;OVER_3.5;H_15;A_15;H_45_50;A_45_50;H_90;A_90;H_Missing_Players;A_Missing_Players;Missing_Players;H_Ball_Possession;A_Ball_Possession;H_Goal_Attempts;A_Goal_Attempts;H_Shots_on_Goal;A_Shots_on_Goal;H_Attacks;A_Attacks;H_Dangerous_Attacks;A_Dangerous_Attacks;H_Shots_off_Goal;A_Shots_off_Goal;H_Blocked_Shots;A_Blocked_Shots;H_Free_Kicks;A_Free_Kicks;H_Corner_Kicks;A_Corner_Kicks;H_Offsides;A_Offsides;H_Throw_in;A_Throw_in;H_Goalkeeper_Saves;A_Goalkeeper_Saves;H_Fouls;A_Fouls;H_Yellow_Cards;A_Yellow_Cards;Game Link;no_match_home;no_match_away;goal_diff;goal_diff_HT;winner;h_form;a_form;Shots_on_Goal_avg_H;Shots_on_Goal_avg_A;Fouls_avg_H;Fouls_avg_A;Yellow_Cards_avg_H;Yellow_Cards_avg_A;Ball_Possession_avg_H;Ball_Possession_avg_A;Corner_Kicks_avg_H;Corner_Kicks_avg_A;Offsides_avg_H;Offsides_avg_A
62723;62723;pko-bp-ekstraklasa;9;8;"[""15' Goal_Away - Jean Carlos"", ""28' Yellow_Home - Brown F."", ""90+1' Yellow_Away - Bartkowski J."", ""90+1' Yellow_Home - Savic S."", ""90+3' Yellow_Away - Kucharczyk M.""]";9;2021-09-26;17:30;0.0;1.0;0.0;1.0;Away;3.05;3.3;2.51;2.51;False;False;False;True;False;False;False;False;3;6;-3.0;0.53;0.47;8.0;14.0;2.0;3.0;90.0;93.0;74.0;80.0;6.0;11.0;;;;;3.0;6.0;4.0;5.0;;;2.0;2.0;10.0;10.0;2.0;2.0;https://www.flashscore.com/match/xIqIxL3A/#/match-summary/match-summary;9;9;-1.0;-1.0;8;-1;4;5.0;4.375;13.75;11.0;2.5;1.875;0.5712499999999999;0.56625;6.125;6.0;2.625;2.0
62722;62722;pko-bp-ekstraklasa;6;15;"[""10' Goal_Home - Kądzior D."", ""19' Goal_Away - Rapa C.(Siplak M.)"", ""34' Goal_Away - van Amersfoort P.(Siplak M.)"", ""58' Goal_Away - van Amersfoort P."", ""60' Goal_Home - Ameyaw M.(Toril A.)"", ""71' Goal_Away - van Amersfoort P."", ""78' Yellow_Away - Rapa C."", ""79' Yellow_Away - Probierz M.(Poza boiskiem)""]";9;2021-09-27;18:00;2.0;4.0;1.0;2.0;Away;2.42;3.17;3.45;3.45;True;True;True;False;False;False;False;False;2;1;1.0;0.58;0.42;4.0;12.0;2.0;8.0;120.0;80.0;89.0;52.0;2.0;4.0;;;;;5.0;1.0;0.0;0.0;;;4.0;0.0;13.0;16.0;0.0;1.0;https://www.flashscore.com/match/nTj5uNJi/#/match-summary/match-summary;9;9;-2.0;-1.0;15;-3;-1;4.25;4.125;12.75;12.5;;2.5;0.49250000000000005;0.495;5.0;5.625;1.875;2.125
62721;62721;pko-bp-ekstraklasa;18;13;"[""06' Goal_Home - Penalty Lopez I.(Penalty )"", ""23' Goal_Away - Maurides(Jakubik D.)"", ""31' Yellow_Home - Papanikolaou G."", ""37' Yellow_Away - Machado L."", ""68' Yellow_Away - Jakubik D."", ""72' Goal_Away - Maurides"", ""79' Goal_Home - Musiolik S.(Tudor F.)"", ""84' Yellow_Home - Sapała I."", ""90+5' Yellow_Away - Kaput M.""]";4;2021-09-29;17:00;2.0;2.0;1.0;1.0;Draw;1.88;3.6;4.75;3.6;True;True;True;False;False;False;False;False;3;2;1.0;0.59;0.41;18.0;14.0;6.0;3.0;86.0;60.0;67.0;46.0;12.0;11.0;;;;;5.0;6.0;1.0;0.0;;;1.0;4.0;12.0;13.0;2.0;3.0;https://www.flashscore.com/match/CEn9L7BL/#/match-summary/match-summary;8;9;0.0;0.0;0;1;0;6.285714285714286;4.125;15.142857142857142;14.125;2.857142857142857;2.25;0.44428571428571434;0.505;6.714285714285714;7.0;0.8571428571428571;1.5
62720;62720;pko-bp-ekstraklasa;11;4;"[""27' Yellow_Away - Prikryl T."", ""53' Goal_Away - Imaz J.(Prikryl T.)"", ""63' Yellow_Home - Zajic T."", ""65' Yellow_Away - Puerto I.""]";10;2021-10-01;18:00;0.0;1.0;0.0;0.0;Away;2.36;3.3;3.4;3.4;False;False;False;False;False;False;False;False;4;4;0.0;0.65;0.35;14.0;6.0;2.0;2.0;111.0;66.0;70.0;40.0;12.0;4.0;;;;;7.0;3.0;1.0;1.0;;;1.0;2.0;13.0;12.0;1.0;2.0;https://www.flashscore.com/match/UFOdVxdp/#/match-summary/match-summary;9;10;-1.0;0.0;4;0;1;4.5;3.888888888888889;14.0;14.777777777777779;2.25;2.0;0.45999999999999996;0.49888888888888894;5.625;3.7777777777777777;1.0;2.111111111111111
62719;62719;pko-bp-ekstraklasa;6;9;"[""34' Yellow_Away - Gruszkowski K."", ""34' Yellow_Home - Chrapek M."", ""65' Yellow_Away - El Mahdioui A."", ""68' Goal_Home - Toril A."", ""69' Yellow_Away - Kieszek P."", ""75' Yellow_Away - Yeboah Y.""]";10;2021-10-01;20:30;1.0;0.0;0.0;0.0;Home;2.65;3.45;2.83;2.65;False;False;False;False;False;False;False;False;1;3;-2.0;0.36;0.64;8.0;13.0;3.0;4.0;72.0;114.0;52.0;97.0;5.0;9.0;;;;;3.0;9.0;3.0;3.0;;;4.0;2.0;9.0;12.0;1.0;4.0;https://www.flashscore.com/match/0EPoh03c/#/match-summary/match-summary;10;10;1.0;0.0;6;-2;-2;4.0;4.666666666666667;12.777777777777779;13.333333333333334;;2.4444444444444446;0.5022222222222222;0.5666666666666667;5.0;5.777777777777778;1.6666666666666667;2.7777777777777777
62717;62717;pko-bp-ekstraklasa;15;12;"[""07' Yellow_Away - Urbańczyk M."", ""08' Goal_Home - Hanca S.(Alvarez M.)"", ""09' Goal_Away - Sitek M.(Piasecki F.)"", ""22' Goal_Away - Mak M.(Getinger K.)"", ""45+3' Yellow_Home - Rodin M."", ""45+4' Goal_Away - Penalty Piasecki F.(Penalty )"", ""62' Goal_Home - Kakabadze O.(Pestka K.)"", ""69' Yellow_Away - Piasecki F."", ""77' Own_Home - Getinger K.()"", ""85' Yellow_Away - Kościelny K."", ""89' Yellow_Home - Loshaj F.""]";10;2021-10-02;15:00;2.0;3.0;1.0;3.0;Away;1.98;3.55;4.3;4.3;True;True;True;True;False;True;False;False;1;3;-2.0;0.56;0.44;11.0;8.0;2.0;6.0;85.0;89.0;76.0;47.0;9.0;2.0;;;;;6.0;3.0;5.0;0.0;;;3.0;1.0;16.0;14.0;2.0;3.0;https://www.flashscore.com/match/AVsQzaYM/#/match-summary/match-summary;10;10;-1.0;-2.0;12;-2;0;4.555555555555555;3.2222222222222223;12.88888888888889;11.222222222222221;2.3333333333333335;;0.48666666666666664;0.46222222222222226;5.111111111111111;4.777777777777778;1.8888888888888888;1.4444444444444444
62716;62716;pko-bp-ekstraklasa;2;7;"[""02' Goal_Home - Amaral J."", ""17' Yellow_Away - Stiglec D."", ""30' Goal_Home - Kamiński J."", ""54' Goal_Home - Kamiński J.(Dani Ramirez)"", ""56' Goal_Home - Ishak M.(Kamiński J.)""]";10;2021-10-02;17:30;4.0;0.0;2.0;0.0;Home;1.58;4.4;6.2;1.58;True;True;True;False;False;False;False;False;1;2;-1.0;0.57;0.43;15.0;8.0;9.0;1.0;113.0;75.0;58.0;44.0;6.0;7.0;;;;;1.0;5.0;3.0;0.0;;;1.0;5.0;9.0;8.0;0.0;1.0;https://www.flashscore.com/match/86N0UdBj/#/match-summary/match-summary;10;10;4.0;2.0;2;5;3;5.888888888888889;4.444444444444445;11.555555555555555;15.11111111111111;1.6666666666666667;2.111111111111111;0.5166666666666667;0.46888888888888897;6.777777777777778;4.555555555555555;2.0;2.5555555555555554
62715;62715;pko-bp-ekstraklasa;10;17;"[""01' Yellow_Home - Podolski L."", ""15' Yellow_Home - Kubica K."", ""17' Yellow_Away - Gerbowski F."", ""19' Goal_Away - Wolski R.(Warchol D.)"", ""23' Goal_Home - Krawczyk P.(Podolski L.)"", ""52' Yellow_Away - Sekulski L."", ""54' Yellow_Away - Bartoszek M.(Poza boiskiem)"", ""56' Yellow_Home - Dadok R."", ""57' Goal_Away - Penalty Wolski R.(Penalty )"", ""67' Goal_Home - Jimenez J.(Janza E.)"", ""78' Goal_Home - Nowak B.(Jimenez J.)"", ""80' Yellow_Away - Rzeźniczak J."", ""83' Goal_Home - Kubica K.(Jimenez J.)""]";10;2021-10-02;20:00;4.0;2.0;1.0;1.0;Home;2.1;3.55;3.75;2.1;True;True;False;False;False;False;False;False;1;0;1.0;0.51;0.49;22.0;9.0;11.0;3.0;88.0;105.0;58.0;72.0;11.0;6.0;;;;;2.0;4.0;1.0;1.0;;;1.0;7.0;13.0;14.0;3.0;3.0;https://www.flashscore.com/match/OYoUZImT/#/match-summary/match-summary;9;10;2.0;0.0;10;1;-1;3.5;4.444444444444445;12.625;15.0;1.75;1.7777777777777777;0.47875;0.5044444444444446;4.875;5.111111111111111;1.75;1.3333333333333333
62718;62718;pko-bp-ekstraklasa;13;1;"[""25' Var_Home"", ""31' Yellow_Home - Rossi R."", ""33' Yellow_Away - Terpilowski E."", ""35' Yellow_Away - Wasielewski M."", ""46' Goal_Away - Radwanski A.(Hubinek M.)"", ""50' Yellow_Away - Radwanski A."", ""83' Yellow_Home - Leandro"", ""90+4' Goal_Home - Matos T.""]";10;2021-10-02;12:30;1.0;1.0;0.0;0.0;Draw;2.4;3.2;3.45;3.2;False;False;False;False;False;True;True;False;1;1;0.0;0.57;0.43;27.0;8.0;8.0;2.0;103.0;88.0;93.0;45.0;19.0;6.0;;;;;11.0;3.0;6.0;0.0;;;1.0;7.0;8.0;5.0;2.0;3.0;https://www.flashscore.com/match/rwFjiKI3/#/match-summary/match-summary;10;9;0.0;0.0;0;0;-4;4.0;4.75;14.0;11.75;2.3333333333333335;1.75;0.49444444444444446;0.55625;6.888888888888889;4.125;1.3333333333333333;1.75
62714;62714;pko-bp-ekstraklasa;18;14;"[""23' Goal_Home - Rundic M.(Tudor F.)"", ""33' Yellow_Away - Kupczak M."", ""45+2' Goal_Home - Gutkovskis V.(Rundic M.)"", ""48' Goal_Home - Niewulis A.(Lopez I.)""]";10;2021-10-03;12:30;3.0;0.0;2.0;0.0;Home;1.7;3.85;5.8;1.7;True;False;False;False;True;False;False;False;4;1;3.0;0.58;0.42;14.0;6.0;6.0;1.0;96.0;59.0;82.0;56.0;8.0;5.0;;;;;4.0;2.0;2.0;3.0;;;1.0;3.0;10.0;12.0;0.0;1.0;https://www.flashscore.com/match/dtJfjvY9/#/match-summary/match-summary;9;10;3.0;2.0;18;3;-4;6.25;3.5555555555555554;14.75;14.666666666666666;2.75;1.4444444444444444;0.4625;0.45999999999999996;6.5;5.333333333333333;0.875;1.0
62713;62713;pko-bp-ekstraklasa;8;3;"[""30' Goal_Home - Kowalczyk S."", ""40' Goal_Away - Śpiączka B.(Wędrychowski M.)"", ""45+1' Own_Home - Szcześniak K.()"", ""49' Goal_Home - Kozlowski K.(Stolarski P.)"", ""60' Goal_Home - Kucharczyk M.""]";10;2021-10-03;15:00;3.0;1.0;1.0;1.0;Home;1.38;4.82;11.5;1.38;True;True;False;False;True;False;False;False;5;0;5.0;0.59;0.41;21.0;6.0;10.0;3.0;81.0;66.0;93.0;39.0;11.0;3.0;;;;;9.0;1.0;3.0;3.0;;;2.0;6.0;10.0;13.0;;;https://www.flashscore.com/match/I7Xsdlyg/#/match-summary/match-summary;10;10;2.0;0.0;8;5;-6;4.222222222222222;2.888888888888889;10.88888888888889;14.11111111111111;1.8888888888888888;2.2222222222222223;0.5555555555555556;0.47111111111111104;6.0;4.333333333333333;2.3333333333333335;1.3333333333333333
62712;62712;pko-bp-ekstraklasa;16;5;"[""31' Yellow_Home - Paixao F."", ""34' Goal_Home - Gajos M."", ""38' Yellow_Away - Nawrocki M."", ""54' Goal_Home - Kubicki J."", ""57' Yellow_Away - Luquinhas"", ""64' Yellow_Away - Mladenovic F."", ""65' Yellow_Home - Gajos M."", ""68' Goal_Home - Zwoliński Ł.(Sezonienko K.)"", ""88' Goal_Away - Penalty Pekhart T.(Penalty )"", ""88' Yellow_Home - Nalepa M.""]";10;2021-10-03;17:30;3.0;1.0;1.0;0.0;Home;3.05;3.35;2.55;3.05;True;True;False;False;False;False;False;False;3;3;0.0;0.58;0.42;21.0;10.0;9.0;5.0;100.0;82.0;80.0;59.0;12.0;5.0;;;;;7.0;4.0;0.0;2.0;;;4.0;6.0;24.0;12.0;3.0;3.0;https://www.flashscore.com/match/MNQsgtli/#/match-summary/match-summary;10;8;2.0;1.0;16;3;0;5.0;4.142857142857143;15.555555555555555;12.142857142857142;2.4444444444444446;2.7142857142857144;0.51;0.5514285714285714;6.888888888888889;7.0;1.6666666666666667;1.2857142857142858
62708;62708;pko-bp-ekstraklasa;7;18;"[""30' Yellow_Away - Niewulis A."", ""64' Goal_Away - Gutkovskis V.(Lopez I.)"", ""69' Goal_Away - Lopez I.(Gutkovskis V.)"", ""75' Goal_Home - Praszelik M.(Exposito E.)"", ""78' Yellow_Away - Tudor F."", ""78' Yellow_Home - Szromnik M."", ""79' Yellow_Away - Lopez I."", ""89' Yellow_Home - Sobota W."", ""90+2' Yellow_Away - Arak J.""]";11;2021-10-16;20:00;1.0;2.0;0.0;0.0;Away;3.3;3.4;2.36;2.36;True;False;False;False;False;False;False;False;0;2;-2.0;0.54;0.46;14.0;9.0;4.0;6.0;110.0;102.0;85.0;64.0;10.0;3.0;;;;;4.0;2.0;1.0;0.0;;;4.0;3.0;12.0;16.0;2.0;4.0;https://www.flashscore.com/match/zXwU4wm3/#/match-summary/match-summary;11;10;-1.0;0.0;18;2;4;4.1;6.222222222222222;14.4;14.222222222222221;2.0;2.4444444444444446;0.465;0.47555555555555556;4.6;6.222222222222222;2.3;1.0
62710;62710;pko-bp-ekstraklasa;1;16;"[""09' Var_Away"", ""33' Yellow_Away - Kubicki J."", ""55' Goal_Away - Paixao F.(Conrado)"", ""56' Goal_Away - Conrado(Durmus I.)""]";11;2021-10-16;15:00;0.0;2.0;0.0;0.0;Away;3.85;3.3;2.17;2.17;False;False;False;False;False;False;False;False;2;3;-1.0;0.42;0.58;13.0;13.0;2.0;4.0;66.0;71.0;47.0;82.0;11.0;9.0;;;;;4.0;13.0;4.0;6.0;;;2.0;2.0;4.0;7.0;0.0;1.0;https://www.flashscore.com/match/j3IbkbmG/#/match-summary/match-summary;10;11;-2.0;0.0;16;-5;4;4.444444444444445;5.4;11.0;16.4;1.8888888888888888;2.5;0.5422222222222222;0.517;4.0;6.9;1.5555555555555556;1.5
62711;62711;pko-bp-ekstraklasa;3;6;"[""03' Goal_Away - Sokołowski P.(Kądzior D.)"", ""08' Yellow_Home - Pajnowski K."", ""13' Yellow_Home - Midzierski T."", ""27' Yellow_Away - Toril A."", ""45+1' Goal_Home - Śpiączka B.(Leandro)"", ""68' Yellow_Home - Tymosiak T."", ""81' Yellow_Away - Steczyk D.""]";11;2021-10-16;12:30;1.0;1.0;1.0;1.0;Draw;3.9;3.3;2.16;3.3;False;False;False;True;True;False;False;False;0;1;-1.0;0.5;0.5;9.0;9.0;4.0;2.0;74.0;66.0;42.0;37.0;5.0;7.0;;;;;7.0;4.0;3.0;0.0;;;1.0;3.0;16.0;10.0;3.0;2.0;https://www.flashscore.com/match/0WMne8ja/#/match-summary/match-summary;11;11;0.0;0.0;0;-6;-2;2.9;3.9;14.0;12.4;;;0.46499999999999997;0.4880000000000001;4.0;4.8;1.5;1.8
62709;62709;pko-bp-ekstraklasa;10;9;"[""50' Goal_Away - Frydrych M."", ""72' Yellow_Home - Gryszkiewicz A.""]";11;2021-10-16;17:30;0.0;1.0;0.0;0.0;Away;2.26;3.3;3.6;3.6;False;False;False;False;False;True;False;False;1;4;-3.0;0.58;0.42;16.0;16.0;3.0;4.0;114.0;93.0;92.0;66.0;13.0;12.0;;;;;7.0;6.0;2.0;1.0;;;3.0;3.0;11.0;14.0;1.0;0.0;https://www.flashscore.com/match/nVB7mxIS/#/match-summary/match-summary;10;11;-1.0;0.0;9;0;-1;4.333333333333333;4.6;12.666666666666666;13.2;1.8888888888888888;2.6;0.4822222222222222;0.574;4.555555555555555;6.1;1.6666666666666667;2.8
62707;62707;pko-bp-ekstraklasa;17;8;"[""13' Yellow_Home - Tomasik P."", ""15' Yellow_Home - Michalski D."", ""40' Yellow_Away - Dąbrowski D."", ""40' Yellow_Home - Szwoch M."", ""45+3' Yellow_Home - Warchol D."", ""57' Goal_Home - Warchol D.(Tomasik P.)"", ""64' Yellow_Away - Kowalczyk S."", ""68' Yellow_Home - Kocyła D."", ""78' Yellow_Home - Rzeźniczak J."", ""88' Red_Card_Home - Żółta kartka / Rzeźniczak J."", ""90+2' Yellow_Home - Lesniak F.""]";11;2021-10-17;12:30;1.0;0.0;0.0;0.0;Home;3.35;3.22;2.42;3.35;False;False;False;False;False;False;False;False;0;4;-4.0;0.42;0.58;6.0;11.0;3.0;2.0;91.0;106.0;57.0;69.0;3.0;9.0;;;;;3.0;5.0;1.0;2.0;;;2.0;2.0;17.0;13.0;8.0;2.0;https://www.flashscore.com/match/dtuQ5JXd/#/match-summary/match-summary;11;11;1.0;0.0;17;0;4;4.3;4.8;14.9;10.8;1.9;;0.5030000000000001;0.5589999999999999;5.0;6.3;1.3;2.4
62706;62706;pko-bp-ekstraklasa;15;14;"[""03' Yellow_Away - Matuszewski K."", ""29' Yellow_Away - Kuzimski M."", ""58' Goal_Home - Rakoczy M."", ""59' Yellow_Away - Kupczak M."", ""65' Yellow_Away - Ivanov R."", ""84' Yellow_Home - Loshaj F."", ""90+1' Goal_Home - Myszor J.(Luis Rocha)"", ""90+5' Yellow_Home - Lusiusz S.""]";11;2021-10-17;15:00;2.0;0.0;0.0;0.0;Home;1.98;3.42;4.5;1.98;False;False;False;False;False;False;True;False;1;1;0.0;0.58;0.42;15.0;10.0;9.0;4.0;101.0;81.0;70.0;57.0;6.0;6.0;;;;;6.0;4.0;4.0;0.0;;;4.0;7.0;15.0;13.0;2.0;4.0;https://www.flashscore.com/match/UgH2lI2M/#/match-summary/match-summary;11;11;2.0;0.0;15;-1;-5;4.3;3.3;13.2;14.4;2.3;1.4;0.49399999999999994;0.45599999999999996;5.2;5.0;2.2;1.2
62705;62705;pko-bp-ekstraklasa;5;2;"[""25' Yellow_Away - Milic A.(Podcięcie)"", ""34' Yellow_Away - Karlstrom J.(Przytrzymywanie)"", ""36' Yellow_Home - Wieteska M.(Przytrzymywanie)"", ""54' Goal_Away - Ishak M.(Rebocho P.)"", ""85' Yellow_Home - Jędrzejczyk A.(Faul)"", ""85' Yellow_Home - Slisz B.(Podcięcie)"", ""90' Yellow_Home - Rafa Lopes(Podcięcie)"", ""90+3' Penalty_Missed_Away -  Ishak M.()""]";11;2021-10-17;17:30;0.0;1.0;0.0;0.0;Away;2.8;3.4;2.71;2.71;False;False;False;False;False;False;False;False;4;2;2.0;0.57;0.43;10.0;16.0;1.0;5.0;138.0;90.0;71.0;44.0;9.0;11.0;;;;;7.0;4.0;0.0;1.0;;;4.0;1.0;14.0;18.0;4.0;2.0;https://www.flashscore.com/match/r1cwrGuj/#/match-summary/match-summary;9;11;-1.0;0.0;2;-1;6;4.25;6.2;12.125;11.3;2.75;1.5;0.535;0.522;6.625;6.2;1.375;2.1
62704;62704;pko-bp-ekstraklasa;12;11;"[""14' Goal_Home - Mak M.(Tomasiewicz G.)"", ""22' Goal_Away - Daniel E.(Zajic T.)"", ""42' Own_Away - Getinger K.()"", ""50' Goal_Home - Penalty Tomasiewicz G.(Penalty )"", ""59' Yellow_Away - Chodyna K."", ""62' Yellow_Away - Poręba L."", ""63' Goal_Home - Mak M."", ""75' Goal_Home - Flis M.(Getinger K.)"", ""81' Yellow_Away - Pantic A."", ""83' Penalty_Missed_Home -  Piasecki F.()"", ""85' Red_Card_Away - Żółta kartka / Pantic A.""]";11;2021-10-18;18:00;4.0;1.0;1.0;1.0;Home;2.88;3.27;2.71;2.88;True;True;True;False;True;False;False;False;4;4;0.0;0.42;0.58;15.0;13.0;8.0;5.0;78.0;96.0;44.0;61.0;7.0;8.0;;;;;7.0;3.0;3.0;2.0;;;3.0;4.0;8.0;17.0;0.0;4.0;https://www.flashscore.com/match/fy1sszed/#/match-summary/match-summary;11;10;3.0;0.0;12;1;-1;3.5;4.222222222222222;11.5;13.88888888888889;;2.111111111111111;0.4600000000000001;0.4811111111111111;4.6;5.777777777777778;1.3;1.0
62703;62703;pko-bp-ekstraklasa;4;13;"[""12' Yellow_Home - Tiru B."", ""25' Goal_Home - Cernych F.(Nastic B.)"", ""33' Goal_Away - Penalty Angielski K.(Penalty )"", ""47' Yellow_Home - Puerto I."", ""58' Yellow_Home - Cernych F."", ""69' Yellow_Away - Kaput M.""]";11;2021-10-18;20:30;1.0;1.0;1.0;1.0;Draw;2.3;3.4;3.4;3.4;False;False;False;False;False;False;False;False;2;1;1.0;0.5;0.5;17.0;10.0;8.0;3.0;109.0;105.0;82.0;67.0;9.0;7.0;;;;;7.0;7.0;0.0;0.0;;;2.0;7.0;23.0;11.0;3.0;1.0;https://www.flashscore.com/match/lvbZrdQq/#/match-summary/match-summary;11;11;0.0;0.0;0;1;0;3.7;4.4;14.5;13.4;2.0;2.3;0.484;0.502;3.7;7.3;2.0;1.8
62702;62702;pko-bp-ekstraklasa;13;3;"[""25' Goal_Home - Angielski K.(Nascimento F.)"", ""38' Goal_Home - Maurides(Leandro)"", ""57' Yellow_Away - Krykun S."", ""61' Goal_Home - Machado L."", ""75' Yellow_Away - Śpiączka B."", ""82' Goal_Away - Gaska D.(Rymaniak B.)""]";12;2021-10-22;18:00;3.0;1.0;2.0;0.0;Home;1.72;3.8;5.4;1.72;True;True;False;False;False;False;False;False;1;0;1.0;0.52;0.48;15.0;11.0;8.0;1.0;82.0;78.0;48.0;37.0;7.0;10.0;;;;;6.0;1.0;0.0;2.0;;;0.0;5.0;11.0;13.0;0.0;2.0;https://www.flashscore.com/match/bHujfS55/#/match-summary/match-summary;12;12;2.0;2.0;13;1;-7;4.2727272727272725;3.0;13.181818181818182;14.181818181818182;2.1818181818181817;;0.5018181818181818;0.46818181818181814;7.2727272727272725;4.2727272727272725;1.6363636363636365;1.6363636363636365
62701;62701;pko-bp-ekstraklasa;2;17;"[""14' Goal_Home - Salamon B.(Dani Ramirez)"", ""16' Goal_Away - Lagator D.(Michalski D.)"", ""21' Yellow_Home - Douglas B."", ""39' Yellow_Away - Szwoch M."", ""43' Yellow_Away - Tomasik P."", ""53' Goal_Home - Murawski R."", ""78' Goal_Home - Kamiński J.(Amaral J.)"", ""88' Yellow_Home - Skóraś M."", ""89' Goal_Home - Amaral J.""]";12;2021-10-22;20:30;4.0;1.0;1.0;1.0;Home;1.38;5.0;9.4;1.38;True;True;True;False;False;False;False;False;3;2;1.0;0.58;0.42;26.0;6.0;13.0;2.0;103.0;66.0;82.0;37.0;13.0;4.0;;;;;4.0;1.0;1.0;1.0;;;1.0;9.0;12.0;15.0;2.0;2.0;https://www.flashscore.com/match/rcsx3HHF/#/match-summary/match-summary;12;12;3.0;0.0;2;7;-1;6.090909090909091;4.181818181818182;11.909090909090908;15.090909090909092;1.5454545454545454;2.4545454545454546;0.5136363636363637;0.49545454545454554;6.0;4.818181818181818;2.0;1.2727272727272727
62697;62697;pko-bp-ekstraklasa;9;7;"[""08' Goal_Away - Exposito E.(Praszelik M.)"", ""12' Goal_Away - Exposito E.(Mączyński K.)"", ""23' Yellow_Home - Gruszkowski K."", ""25' Yellow_Home - Frydrych M."", ""27' Goal_Away - Verdasca D.(Stiglec D.)"", ""43' Yellow_Away - Schwarz P."", ""47' Yellow_Home - Szot D."", ""76' Goal_Away - Penalty Exposito E.(Penalty )"", ""90+1' Goal_Away - Zylla M.(Sobota W.)""]";12;2021-10-23;20:00;0.0;5.0;0.0;3.0;Away;2.25;3.45;3.35;3.35;True;True;False;True;False;False;False;True;4;1;3.0;0.56;0.44;7.0;22.0;1.0;13.0;96.0;77.0;72.0;75.0;6.0;9.0;;;;;5.0;5.0;1.0;0.0;;;8.0;1.0;18.0;9.0;3.0;1.0;https://www.flashscore.com/match/fcxIgDv2/#/match-summary/match-summary;12;12;-5.0;-3.0;7;-2;3;4.545454545454546;4.090909090909091;13.272727272727273;14.181818181818182;2.3636363636363638;2.0;0.5599999999999999;0.47181818181818186;6.090909090909091;4.545454545454546;2.6363636363636362;2.1818181818181817
62699;62699;pko-bp-ekstraklasa;16;10;"[""10' Goal_Home - Zwoliński Ł.(Paixao F.)"", ""22' Yellow_Home - Sezonienko K."", ""34' Yellow_Away - Wiśniewski P."", ""42' Goal_Away - Nowak B.(Dadok R.)"", ""69' Yellow_Away - Kubica K."", ""88' Yellow_Home - Diabate B.""]";12;2021-10-23;15:00;1.0;1.0;1.0;1.0;Draw;2.16;3.5;3.55;3.5;False;False;True;False;False;False;False;False;4;1;3.0;0.58;0.42;11.0;11.0;2.0;6.0;144.0;131.0;87.0;73.0;9.0;5.0;;;;;7.0;6.0;0.0;3.0;;;5.0;1.0;10.0;10.0;2.0;2.0;https://www.flashscore.com/match/QLWt2yXL/#/match-summary/match-summary;12;11;0.0;0.0;0;4;0;5.2727272727272725;4.2;15.545454545454545;12.5;2.3636363636363638;1.8;0.5227272727272727;0.492;7.454545454545454;4.8;1.9090909090909092;1.7
62698;62698;pko-bp-ekstraklasa;8;4;"[""24' Goal_Home - Żurawski M."", ""28' Yellow_Away - Puerto I."", ""30' Goal_Away - Cernych F.(Imaz J.)"", ""41' Goal_Home - Grosicki K.(Zahovic L.)"", ""56' Goal_Home - Kowalczyk S.(Zahovic L.)"", ""59' Penalty_Missed_Away -  Imaz J.()"", ""72' Red_Card_Away - Puerto I."", ""78' Goal_Home - Zahovic L.(Kozlowski K.)""]";12;2021-10-23;17:30;4.0;1.0;2.0;1.0;Home;1.71;3.75;5.6;1.71;True;True;False;False;False;False;False;False;3;2;1.0;0.62;0.38;21.0;6.0;10.0;4.0;98.0;51.0;95.0;40.0;11.0;2.0;;;;;11.0;6.0;0.0;0.0;;;3.0;6.0;5.0;14.0;0.0;1.0;https://www.flashscore.com/match/d4NCdFfq/#/match-summary/match-summary;12;12;3.0;1.0;8;5;0;4.545454545454546;4.090909090909091;11.0;15.272727272727273;;2.090909090909091;0.5609090909090909;0.4854545454545454;6.181818181818182;4.0;2.3636363636363638;1.8181818181818181
62700;62700;pko-bp-ekstraklasa;18;1;"[""06' Own_Home - Tekijaski N.()"", ""06' Penalty_Missed_Home -  Lopez I.()"", ""26' Yellow_Away - Wasielewski M."", ""45+5' Yellow_Home - Petrasek T."", ""58' Goal_Away - Tekijaski N."", ""63' Goal_Home - Lopez I.(Tudor F.)"", ""65' Yellow_Away - Tekijaski N."", ""78' Goal_Home - Petrasek T.(Tudor F.)"", ""90' Yellow_Away - Wlazlo P."", ""90+5' Goal_Away - Mesanovic M.(Grzybek M.)""]";12;2021-10-23;12:30;2.0;2.0;0.0;0.0;Draw;1.48;4.5;7.0;4.5;True;True;False;False;False;False;False;True;1;1;0.0;0.43;0.57;15.0;12.0;9.0;4.0;84.0;99.0;88.0;75.0;6.0;8.0;;;;;4.0;5.0;11.0;0.0;;;2.0;6.0;14.0;11.0;1.0;3.0;https://www.flashscore.com/match/zeMGeZ9k/#/match-summary/match-summary;11;11;0.0;0.0;0;4;-5;6.2;4.2;14.4;10.3;2.6;1.7;0.47400000000000003;0.53;5.8;4.0;0.9;1.8
