;Unnamed: 0;League;Home;Away;INC;Round;Date;Time;H_Score;A_Score;HT_H_Score;HT_A_Score;WIN;H_BET;X_BET;A_BET;WIN_BET;OVER_2.5;OVER_3.5;H_15;A_15;H_45_50;A_45_50;H_90;A_90;H_Missing_Players;A_Missing_Players;Missing_Players;H_Ball_Possession;A_Ball_Possession;H_Goal_Attempts;A_Goal_Attempts;H_Shots_on_Goal;A_Shots_on_Goal;H_Attacks;A_Attacks;H_Dangerous_Attacks;A_Dangerous_Attacks;H_Shots_off_Goal;A_Shots_off_Goal;H_Blocked_Shots;A_Blocked_Shots;H_Free_Kicks;A_Free_Kicks;H_Corner_Kicks;A_Corner_Kicks;H_Offsides;A_Offsides;H_Throw_in;A_Throw_in;H_Goalkeeper_Saves;A_Goalkeeper_Saves;H_Fouls;A_Fouls;H_Yellow_Cards;A_Yellow_Cards;Game Link;no_match_home;no_match_away;goal_diff;goal_diff_HT;winner;h_form;a_form;Shots_on_Goal_avg_H;Shots_on_Goal_avg_A;Fouls_avg_H;Fouls_avg_A;Yellow_Cards_avg_H;Yellow_Cards_avg_A;Ball_Possession_avg_H;Ball_Possession_avg_A;Corner_Kicks_avg_H;Corner_Kicks_avg_A;Offsides_avg_H;Offsides_avg_A
62770;62770;pko-bp-ekstraklasa;6;17;"[""13' Goal_Home - Vida K.(Pyrka A.)"", ""18' Own_Home - Rzeźniczak J.()"", ""38' Goal_Away - Kryvotsyuk A.(Tomasik P.)"", ""41' Goal_Home - Toril A.(Vida K.)"", ""66' Red_Card_Away - Furman D."", ""75' Goal_Away - Warchol D.(Vallo K.)"", ""78' Yellow_Home - Czerwiński J."", ""79' Goal_Away - Warchol D.(Cielemecki R.)"", ""88' Goal_Home - Czerwiński J."", ""90' Yellow_Away - Rzeźniczak J.""]";4;2021-08-14;15:00;3.0;3.0;2.0;1.0;Draw;2.02;3.52;4.15;3.52;True;True;True;False;False;False;False;False;1;1;0.0;0.47;0.53;15.0;10.0;5.0;3.0;88.0;101.0;72.0;60.0;10.0;7.0;;;;;6.0;1.0;5.0;1.0;;;0.0;2.0;19.0;14.0;1.0;1.0;https://www.flashscore.com/match/YNm5MmdF/#/match-summary/match-summary;4;4;0.0;1.0;0;-1;0;5.0;4.0;14.666666666666666;15.333333333333334;;2.0;0.47;0.52;4.666666666666667;7.666666666666667;1.3333333333333333;2.6666666666666665
62768;62768;pko-bp-ekstraklasa;14;5;"[""03' Var_Home"", ""23' Yellow_Home - Ivanov R."", ""28' Yellow_Home - Matuszewski K."", ""39' Goal_Away - Rafa Lopes(Hołownia M.)"", ""50' Goal_Away - Pekhart T.(Rafa Lopes)"", ""72' Yellow_Away - Rafa Lopes""]";4;2021-08-14;20:00;0.0;2.0;0.0;1.0;Away;3.15;3.45;2.42;2.42;False;False;False;False;False;True;False;False;2;1;1.0;0.47;0.53;9.0;12.0;1.0;3.0;102.0;108.0;44.0;73.0;8.0;9.0;;;;;4.0;10.0;1.0;1.0;;;1.0;1.0;20.0;13.0;2.0;1.0;https://www.flashscore.com/match/UVSuGoZr/#/match-summary/match-summary;4;3;-2.0;-1.0;5;0;2;4.0;2.0;14.666666666666666;14.0;1.6666666666666667;2.5;0.43333333333333335;0.56;4.333333333333333;3.0;1.0;2.0
62767;62767;pko-bp-ekstraklasa;7;3;"[""41' Yellow_Home - Lewkot Sz."", ""43' Yellow_Away - Śpiączka B."", ""59' Yellow_Home - Mączyński K."", ""72' Yellow_Away - Rymaniak B."", ""86' Var_Home""]";4;2021-08-15;17:30;0.0;0.0;0.0;0.0;Draw;1.82;3.8;4.8;3.8;False;False;False;False;False;False;False;False;4;0;4.0;0.56;0.44;12.0;6.0;2.0;1.0;95.0;89.0;106.0;53.0;10.0;5.0;;;;;8.0;6.0;1.0;1.0;;;1.0;2.0;15.0;13.0;2.0;2.0;https://www.flashscore.com/match/b30HuTjC/#/match-summary/match-summary;4;4;0.0;0.0;0;1;-2;6.0;2.6666666666666665;13.666666666666666;15.0;2.3333333333333335;2.3333333333333335;0.45;0.51;4.333333333333333;4.0;2.3333333333333335;1.3333333333333333
62766;62766;pko-bp-ekstraklasa;11;8;"[""10' Yellow_Away - Kucharczyk M."", ""20' Yellow_Away - Smoliński K."", ""30' Goal_Home - Daniel E.(Szysz P.)"", ""45+2' Yellow_Home - Soler I."", ""82' Yellow_Home - Chodyna K."", ""90+1' Goal_Home - Poręba L.(Bashkirov Y.)"", ""90+3' Yellow_Away - Drygas K."", ""90+8' Yellow_Home - Bartolewski M.""]";4;2021-08-15;20:00;2.0;0.0;1.0;0.0;Home;3.3;3.22;2.46;3.3;False;False;False;False;False;False;True;False;1;4;-3.0;0.36;0.64;15.0;11.0;3.0;3.0;52.0;60.0;35.0;75.0;12.0;8.0;;;;;5.0;9.0;0.0;1.0;;;3.0;1.0;12.0;9.0;3.0;3.0;https://www.flashscore.com/match/QcpcO9R2/#/match-summary/match-summary;3;4;2.0;1.0;11;0;1;4.0;4.0;14.5;9.666666666666666;0.5;1.3333333333333333;0.47;0.5833333333333334;3.5;5.666666666666667;0.5;2.3333333333333335
62765;62765;pko-bp-ekstraklasa;4;10;"[""12' Yellow_Away - Janza E."", ""24' Goal_Away - Kubica K.(Manneh A.)"", ""27' Goal_Home - Prikryl T.(Imaz J.)"", ""37' Goal_Away - Kubica K.(Janza E.)"", ""54' Goal_Away - Jimenez J.(Nowak B.)"", ""79' Yellow_Home - Imaz J."", ""90+2' Yellow_Home - Toporkiewicz K.""]";4;2021-08-16;18:00;1.0;3.0;1.0;2.0;Away;2.28;3.4;3.5;3.5;True;True;False;False;False;False;False;False;5;0;5.0;0.52;0.48;7.0;9.0;2.0;3.0;123.0;118.0;75.0;66.0;5.0;6.0;;;;;2.0;7.0;1.0;3.0;;;0.0;1.0;14.0;9.0;2.0;1.0;https://www.flashscore.com/match/Oh6EaQl2/#/match-summary/match-summary;4;4;-2.0;-1.0;10;1;0;4.0;3.6666666666666665;15.666666666666666;13.333333333333334;1.6666666666666667;1.0;0.4633333333333333;0.4666666666666666;2.6666666666666665;3.3333333333333335;2.0;2.0
62764;62764;pko-bp-ekstraklasa;17;11;"[""05' Goal_Home - Sekulski L.(Wolski R.)"", ""16' Yellow_Away - Bashkirov Y."", ""20' Yellow_Home - Sekulski L."", ""21' Goal_Home - Wolski R."", ""43' Yellow_Away - Chodyna K."", ""48' Yellow_Away - Poręba L."", ""59' Goal_Home - Sekulski L.(Wolski R.)"", ""63' Own_Home - Soler I.()""]";5;2021-08-20;18:00;3.0;0.0;2.0;0.0;Home;2.4;3.4;3.25;2.4;True;False;True;False;False;False;False;False;1;1;0.0;0.5;0.5;14.0;16.0;7.0;5.0;127.0;112.0;64.0;68.0;7.0;11.0;;;;;5.0;10.0;0.0;1.0;;;5.0;3.0;13.0;10.0;1.0;3.0;https://www.flashscore.com/match/nX0iYpeR/#/match-summary/match-summary;5;4;3.0;2.0;17;1;-1;3.75;3.6666666666666665;15.0;13.666666666666666;1.75;1.3333333333333333;0.5225;0.4333333333333333;6.0;4.0;2.25;0.3333333333333333
62763;62763;pko-bp-ekstraklasa;13;14;"[""01' Yellow_Away - Ławniczak A."", ""26' Yellow_Away - Kupczak M."", ""56' Penalty_Missed_Home -  Leandro()"", ""90' Yellow_Home - Banasik D.(Poza boiskiem)"", ""90+2' Goal_Home - Rondon M.(Karwot M.)""]";5;2021-08-20;20:30;1.0;0.0;0.0;0.0;Home;2.16;3.47;3.7;2.16;False;False;False;False;False;False;True;False;1;1;0.0;0.48;0.52;12.0;8.0;4.0;1.0;85.0;87.0;74.0;68.0;8.0;7.0;;;;;7.0;7.0;1.0;3.0;;;1.0;3.0;14.0;20.0;0.0;2.0;https://www.flashscore.com/match/QHCrz7QE/#/match-summary/match-summary;4;5;1.0;0.0;13;1;-1;4.0;3.25;14.666666666666666;16.0;3.0;1.75;0.44333333333333336;0.4425;4.666666666666667;4.25;1.0;1.0
62761;62761;pko-bp-ekstraklasa;15;4;"[""29' Yellow_Away - Tabiś K."", ""45+3' Goal_Home - Penalty van Amersfoort P.(Penalty )"", ""47' Yellow_Home - Knap K."", ""55' Yellow_Away - Romanczuk T."", ""56' Yellow_Away - Kwiecień B."", ""56' Yellow_Home - Alvarez M."", ""58' Yellow_Home - Rodin M."", ""62' Goal_Home - Hanca S.(Alvarez M.)"", ""69' Goal_Away - Imaz J."", ""85' Yellow_Away - Augustyn B.""]";5;2021-08-21;17:30;2.0;1.0;1.0;0.0;Home;2.36;3.35;3.3;2.36;True;False;False;False;True;False;False;False;2;4;-2.0;0.4;0.6;11.0;16.0;5.0;6.0;75.0;113.0;78.0;97.0;6.0;10.0;;;;;5.0;7.0;5.0;2.0;;;5.0;3.0;12.0;13.0;3.0;4.0;https://www.flashscore.com/match/OhSqF5lk/#/match-summary/match-summary;5;5;1.0;1.0;15;-2;0;4.25;3.5;11.25;15.25;2.0;1.75;0.54;0.4775;5.75;2.5;1.5;1.75
62762;62762;pko-bp-ekstraklasa;8;12;"[""34' Goal_Away - Tomasiewicz G.(Urbańczyk M.)"", ""50' Goal_Home - Penalty Drygas K.(Penalty )"", ""56' Own_Home - Getinger K.()"", ""71' Yellow_Away - De Amo J."", ""72' Goal_Home - Penalty Drygas K.(Penalty )"", ""80' Yellow_Away - Żyro M."", ""86' Yellow_Away - Domański M."", ""88' Goal_Home - Triantafyllopoulos K.""]";5;2021-08-21;15:00;3.0;1.0;0.0;1.0;Home;1.7;4.2;5.2;1.7;True;True;False;False;True;False;False;False;5;1;4.0;0.54;0.46;27.0;5.0;9.0;2.0;91.0;81.0;95.0;47.0;18.0;3.0;;;;;10.0;3.0;5.0;0.0;;;1.0;5.0;12.0;8.0;0.0;3.0;https://www.flashscore.com/match/CE8vymB8/#/match-summary/match-summary;5;5;2.0;-1.0;8;2;-2;3.75;3.75;9.5;12.5;1.75;;0.5975;0.4825;6.5;5.5;2.0;2.0
62760;62760;pko-bp-ekstraklasa;3;9;"[""20' Goal_Away - Skvarka M.(Hanousek M.)"", ""29' Yellow_Home - Rymaniak B."", ""35' Yellow_Away - Młyński M."", ""49' Goal_Away - Yeboah Y.(Hanousek M.)"", ""62' Goal_Away - Brown F.(Skvarka M.)"", ""63' Yellow_Away - Gruszkowski K."", ""74' Own_Home - Frydrych M.()""]";5;2021-08-21;20:00;0.0;3.0;0.0;1.0;Away;3.65;3.4;2.21;2.21;True;False;False;False;False;True;False;False;0;2;-2.0;0.38;0.62;9.0;19.0;1.0;10.0;92.0;117.0;46.0;85.0;8.0;9.0;;;;;0.0;5.0;1.0;4.0;;;7.0;1.0;9.0;15.0;1.0;2.0;https://www.flashscore.com/match/hQaLvm6I/#/match-summary/match-summary;5;5;-3.0;-1.0;9;-3;0;2.25;4.75;14.5;15.25;2.25;1.75;0.4925;0.5725;4.5;5.0;1.25;2.25
62758;62758;pko-bp-ekstraklasa;2;16;"[""17' Goal_Home - Ishak M.(Amaral J.)"", ""57' Yellow_Away - Żukowski M.(Podcięcie)"", ""61' Yellow_Away - Maloca M.(Uderzenie łokciem)"", ""63' Goal_Home - Kvekveskiri N."", ""63' Yellow_Away - Kuciak D.(Niesportowe zachowanie)"", ""83' Yellow_Home - Pedro Tiba(Podcięcie)""]";5;2021-08-22;17:30;2.0;0.0;1.0;0.0;Home;1.6;3.85;7.4;1.6;False;False;False;False;False;False;False;False;0;2;-2.0;0.45;0.55;15.0;5.0;5.0;0.0;92.0;91.0;60.0;55.0;10.0;5.0;;;;;7.0;10.0;2.0;3.0;;;0.0;3.0;10.0;9.0;1.0;3.0;https://www.flashscore.com/match/2qRmEP3e/#/match-summary/match-summary;5;5;2.0;1.0;2;4;0;6.25;5.0;14.0;15.25;1.25;2.25;0.5225000000000001;0.48499999999999993;8.25;7.0;3.0;1.25
62759;62759;pko-bp-ekstraklasa;6;7;"[""21' Yellow_Away - Verdasca D."", ""39' Yellow_Home - Sokołowski P."", ""66' Goal_Home - Vida K.(Kądzior D.)"", ""74' Yellow_Home - Toril A."", ""76' Yellow_Away - Piasecki F."", ""90+4' Goal_Away - Piasecki F.(la W.)""]";5;2021-08-22;15:00;1.0;1.0;0.0;0.0;Draw;2.02;3.62;4.0;3.62;False;False;False;False;False;False;False;True;0;3;-3.0;0.53;0.47;10.0;13.0;3.0;4.0;84.0;85.0;67.0;89.0;7.0;9.0;;;;;7.0;8.0;1.0;5.0;;;3.0;2.0;14.0;14.0;2.0;2.0;https://www.flashscore.com/match/bBKdC3Y7/#/match-summary/match-summary;5;5;0.0;0.0;0;-1;1;5.0;5.0;15.75;14.0;;2.25;0.47;0.47750000000000004;5.0;5.25;2.25;2.0
62756;62756;pko-bp-ekstraklasa;14;4;"[""48' Goal_Home - Kuzimski M."", ""51' Goal_Away - Cernych F.(Puerto I.)"", ""88' Yellow_Away - Augustyn B.""]";6;2021-08-27;20:30;1.0;1.0;0.0;0.0;Draw;2.9;3.15;2.8;3.15;False;False;False;False;True;False;False;False;1;4;-3.0;0.44;0.56;10.0;21.0;2.0;5.0;100.0;95.0;36.0;74.0;8.0;16.0;;;;;2.0;6.0;1.0;3.0;;;4.0;1.0;9.0;10.0;0.0;1.0;https://www.flashscore.com/match/QovvPtID/#/match-summary/match-summary;6;6;0.0;0.0;0;-1;0;2.8;4.0;16.8;14.8;1.8;2.2;0.458;0.502;4.8;3.4;1.4;1.8
62757;62757;pko-bp-ekstraklasa;12;3;"[""04' Goal_Home - Piasecki F.(Mak M.)"", ""14' Goal_Home - Mak M.(Getinger K.)"", ""14' Yellow_Away - Mak Mi."", ""58' Yellow_Away - Rymaniak B."", ""59' Yellow_Home - Żyro M."", ""72' Yellow_Away - Śpiączka B."", ""77' Red_Card_Home - Żółta kartka / Żyro M.""]";6;2021-08-27;18:00;2.0;0.0;2.0;0.0;Home;2.05;3.45;4.1;2.05;False;False;True;False;False;False;False;False;1;0;1.0;0.43;0.57;6.0;14.0;3.0;3.0;79.0;105.0;74.0;87.0;3.0;11.0;;;;;4.0;10.0;3.0;3.0;;;3.0;1.0;16.0;18.0;2.0;3.0;https://www.flashscore.com/match/6T3Pw7LO/#/match-summary/match-summary;6;6;2.0;2.0;12;-1;-4;3.4;2.0;11.6;13.4;;2.0;0.47800000000000004;0.47000000000000003;5.0;3.6;1.6;1.2
62753;62753;pko-bp-ekstraklasa;2;8;"[""12' Yellow_Away - Mata L.(Faul)"", ""41' Yellow_Home - Kvekveskiri N.(Podcięcie)"", ""63' Red_Card_Home - Żółta kartka / Kvekveskiri N.(Podcięcie)"", ""66' Yellow_Away - Drygas K.(Podcięcie)"", ""85' Goal_Away - Zahovic L.(Smoliński K.)"", ""90+4' Goal_Home - Pedro Tiba"", ""90+6' Yellow_Home - Niesportowe zachowanieSkorża M.(Poza boiskiem, Niesportowe zachowanie)""]";6;2021-08-28;17:30;1.0;1.0;0.0;0.0;Draw;1.95;3.77;4.15;3.77;False;False;False;False;False;False;True;False;0;5;-5.0;0.4;0.6;9.0;11.0;3.0;3.0;80.0;103.0;58.0;64.0;6.0;8.0;;;;;5.0;6.0;0.0;1.0;;;2.0;2.0;8.0;13.0;2.0;2.0;https://www.flashscore.com/match/hYuWQ2m1/#/match-summary/match-summary;6;6;0.0;0.0;0;4;2;6.0;4.8;13.2;10.0;1.2;1.4;0.5080000000000001;0.5860000000000001;8.0;7.2;2.8;2.6
62755;62755;pko-bp-ekstraklasa;1;15;"[""44' Yellow_Away - Siplak M."", ""45' Yellow_Home - Gergel R."", ""56' Goal_Away - van Amersfoort P.(Pestka K.)"", ""59' Yellow_Home - Grzybek M."", ""64' Yellow_Away - Hrosso L."", ""67' Goal_Away - van Amersfoort P.(Knap K.)"", ""78' Goal_Home - Czarnowski P."", ""90+3' Yellow_Away - Rodin M.""]";6;2021-08-28;12:30;1.0;2.0;0.0;0.0;Away;2.52;3.2;3.2;3.2;True;False;False;False;False;False;False;False;2;2;0.0;0.62;0.38;9.0;11.0;6.0;2.0;84.0;74.0;80.0;72.0;3.0;9.0;;;;;4.0;5.0;1.0;2.0;;;0.0;5.0;17.0;19.0;2.0;3.0;https://www.flashscore.com/match/IFmJT43r/#/match-summary/match-summary;5;6;-1.0;0.0;15;-4;-1;4.0;4.4;12.0;11.4;2.25;2.2;0.5375;0.512;3.75;5.6;1.5;2.2
62754;62754;pko-bp-ekstraklasa;16;13;"[""12' Goal_Home - Żukowski M.(Maloca M.)"", ""19' Goal_Home - Gajos M.(Kubicki J.)"", ""45+2' Yellow_Home - Maloca M."", ""59' Goal_Away - Machado L.(Karwot M.)"", ""63' Yellow_Home - Kubicki J."", ""64' Goal_Away - Penalty Angielski K.(Penalty )"", ""73' Yellow_Home - Conrado"", ""90+2' Yellow_Away - Karwot M.""]";6;2021-08-28;15:00;2.0;2.0;2.0;0.0;Draw;2.42;3.25;3.3;3.25;True;True;True;False;False;False;False;False;4;3;1.0;0.52;0.48;13.0;11.0;5.0;3.0;118.0;98.0;105.0;71.0;8.0;8.0;;;;;10.0;5.0;4.0;2.0;;;1.0;3.0;15.0;11.0;3.0;1.0;https://www.flashscore.com/match/neuzQM27/#/match-summary/match-summary;6;5;0.0;2.0;0;0;1;4.0;4.0;14.0;14.5;2.4;2.25;0.49799999999999994;0.4525;7.6;5.25;1.6;1.0
62752;62752;pko-bp-ekstraklasa;10;6;"[""56' Yellow_Home - Wiśniewski P."", ""67' Goal_Away - Sokołowski P.(Kądzior D.)"", ""77' Yellow_Home - Gryszkiewicz A."", ""86' Yellow_Away - Pyrka A."", ""90+4' Yellow_Away - Chrapek M."", ""90+6' Yellow_Home - Cholewiak M.""]";6;2021-08-28;20:00;0.0;1.0;0.0;0.0;Away;2.82;3.16;2.85;2.85;False;False;False;False;False;False;False;False;1;0;1.0;0.46;0.54;10.0;10.0;2.0;5.0;97.0;110.0;74.0;83.0;8.0;5.0;;;;;8.0;4.0;1.0;2.0;;;4.0;2.0;13.0;8.0;3.0;2.0;https://www.flashscore.com/match/d6nNSOIl/#/match-summary/match-summary;5;6;-1.0;0.0;6;0;0;3.5;4.6;12.25;15.4;1.0;;0.47;0.48200000000000004;4.25;5.4;2.25;2.0
62750;62750;pko-bp-ekstraklasa;11;7;"[""14' Goal_Away - Praszelik M.(Makowski R.)"", ""26' Goal_Away - Exposito E."", ""31' Yellow_Home - Poręba L."", ""35' Own_Home - Golla W.()"", ""37' Yellow_Home - Kruk K."", ""37' Yellow_Home - Żuraw D.(Poza boiskiem)"", ""62' Goal_Away - Exposito E.""]";6;2021-08-29;15:00;0.0;3.0;0.0;2.0;Away;2.37;3.35;3.35;3.35;True;False;False;True;False;False;False;False;1;2;-1.0;0.55;0.45;16.0;9.0;5.0;5.0;115.0;105.0;96.0;67.0;11.0;4.0;;;;;7.0;3.0;2.0;0.0;;;2.0;4.0;16.0;10.0;2.0;0.0;https://www.flashscore.com/match/vVySRrYf/#/match-summary/match-summary;5;6;-3.0;-2.0;7;-2;2;4.0;4.8;12.75;14.0;1.75;2.2;0.44999999999999996;0.476;5.5;5.8;0.5;2.6
62749;62749;pko-bp-ekstraklasa;9;5;"[""29' Goal_Home - Brown F.(Yeboah Y.)"", ""32' Yellow_Home - Plewka P."", ""58' Yellow_Away - Pekhart T."", ""65' Yellow_Away - Abu Hanna J."", ""66' Var_Away""]";6;2021-08-29;17:30;1.0;0.0;1.0;0.0;Home;3.1;3.45;2.45;3.1;False;False;False;False;False;False;False;False;1;1;0.0;0.51;0.49;12.0;12.0;4.0;3.0;89.0;100.0;71.0;82.0;8.0;9.0;;;;;5.0;9.0;2.0;3.0;;;3.0;3.0;14.0;5.0;1.0;2.0;https://www.flashscore.com/match/4W9KXYLD/#/match-summary/match-summary;6;4;1.0;1.0;9;1;2;5.8;2.3333333333333335;15.2;13.666666666666666;1.8;2.0;0.5820000000000001;0.55;5.0;5.333333333333333;2.6;1.6666666666666667
62751;62751;pko-bp-ekstraklasa;17;18;"[""19' Goal_Away - Cebula M.(Kun P.)"", ""28' Yellow_Away - Niewulis A."", ""37' Goal_Home - Warchol D.(Szwoch M.)"", ""39' Yellow_Home - Wolski R."", ""47' Yellow_Away - Cebula M."", ""59' Yellow_Away - Rundic M."", ""77' Yellow_Home - Sekulski L.""]";6;2021-08-29;12:30;1.0;1.0;1.0;1.0;Draw;2.98;3.3;2.62;3.3;False;False;False;False;False;False;False;False;0;3;-3.0;0.49;0.51;12.0;15.0;6.0;6.0;107.0;97.0;43.0;68.0;6.0;9.0;;;;;3.0;8.0;1.0;0.0;;;5.0;5.0;20.0;20.0;2.0;3.0;https://www.flashscore.com/match/rN8OWhyK/#/match-summary/match-summary;6;4;0.0;0.0;0;1;0;4.4;6.0;14.6;15.333333333333334;1.6;2.3333333333333335;0.518;0.4533333333333333;5.8;7.0;1.8;1.3333333333333333
62748;62748;pko-bp-ekstraklasa;14;1;"[""65' Yellow_Away - Tekijaski N."", ""90+2' Yellow_Home - Zrelak A."", ""90+4' Yellow_Away - Zeman M.""]";7;2021-09-11;12:30;0.0;0.0;0.0;0.0;Draw;2.5;3.32;3.05;3.32;False;False;False;False;False;False;False;False;1;2;-1.0;0.42;0.58;10.0;15.0;6.0;4.0;108.0;106.0;58.0;66.0;4.0;11.0;;;;;7.0;3.0;0.0;5.0;;;4.0;6.0;19.0;11.0;1.0;2.0;https://www.flashscore.com/match/SS5ANlb6/#/match-summary/match-summary;7;6;0.0;0.0;0;-1;-4;2.6666666666666665;4.4;15.5;13.0;1.5;2.2;0.455;0.554;4.333333333333333;3.8;1.3333333333333333;1.4
62747;62747;pko-bp-ekstraklasa;15;10;"[""02' Goal_Away - Jimenez J."", ""19' Yellow_Home - van Amersfoort P."", ""35' Goal_Away - Krawczyk P.(Manneh A.)"", ""52' Yellow_Away - Gryszkiewicz A."", ""77' Yellow_Home - Rapa C."", ""85' Goal_Home - Rodin M.(Hanca S.)"", ""90+3' Goal_Home - Rodin M.(Jugas J.)"", ""90+7' Yellow_Away - Janicki R."", ""90+7' Yellow_Away - Janza E."", ""90+7' Yellow_Home - Loshaj F.""]";7;2021-09-11;15:00;2.0;2.0;0.0;2.0;Draw;2.42;3.22;3.3;3.22;True;True;False;True;False;False;True;False;2;2;0.0;0.57;0.43;15.0;9.0;6.0;3.0;83.0;100.0;78.0;64.0;9.0;6.0;;;;;10.0;1.0;1.0;1.0;;;1.0;4.0;9.0;18.0;3.0;3.0;https://www.flashscore.com/match/xp8SVCjQ/#/match-summary/match-summary;7;6;0.0;-2.0;0;-1;0;4.0;3.2;12.666666666666666;12.4;2.3333333333333335;1.4;0.49;0.46799999999999997;5.5;5.0;2.1666666666666665;2.0
62746;62746;pko-bp-ekstraklasa;4;12;"[""12' Goal_Away - De Amo J.(Mak M.)"", ""21' Goal_Home - Puerto I.(Pospisil M.)"", ""56' Yellow_Away - Getinger K."", ""64' Yellow_Home - Augustyn B."", ""71' Yellow_Home - Struski K."", ""72' Yellow_Away - Mak M."", ""90+1' Yellow_Away - Tomasiewicz G."", ""90+3' Yellow_Home - Toporkiewicz K.""]";7;2021-09-11;17:30;1.0;1.0;1.0;1.0;Draw;1.7;3.8;5.9;3.8;False;False;False;True;False;False;False;False;3;0;3.0;0.58;0.42;13.0;9.0;5.0;2.0;145.0;85.0;82.0;41.0;8.0;7.0;;;;;3.0;2.0;4.0;1.0;;;1.0;4.0;22.0;7.0;3.0;3.0;https://www.flashscore.com/match/bmEgRWbs/#/match-summary/match-summary;7;7;0.0;0.0;0;0;-1;4.166666666666667;3.3333333333333335;14.0;12.333333333333334;2.0;;0.5116666666666666;0.47000000000000003;3.8333333333333335;4.833333333333333;2.0;1.8333333333333333
62745;62745;pko-bp-ekstraklasa;7;5;"[""27' Yellow_Away - Pekhart T.(Podcięcie)"", ""29' Yellow_Home - Lewkot Sz.(Podcięcie)"", ""37' Yellow_Away - Michniewicz C.(Poza boiskiem)"", ""55' Yellow_Away - Kastrati L.(Faul)"", ""56' Yellow_Home - Makowski R.(Faul)"", ""72' Yellow_Away - Jędrzejczyk A.(Niesportowe zachowanie)"", ""72' Yellow_Home - Exposito E.(Niesportowe zachowanie)"", ""83' Yellow_Away - Kharatin I.(Faul)"", ""84' Goal_Home - Garcia V."", ""85' Yellow_Away - Boruc A.(Niesportowe zachowanie)"", ""87' Yellow_Away - Martins A.(Niesportowe zachowanie)""]";7;2021-09-11;20:00;1.0;0.0;0.0;0.0;Home;3.8;3.5;2.12;3.8;False;False;False;False;False;False;False;False;2;1;1.0;0.43;0.57;15.0;9.0;4.0;3.0;98.0;130.0;71.0;93.0;11.0;6.0;;;;;5.0;10.0;5.0;0.0;;;3.0;3.0;23.0;6.0;3.0;6.0;https://www.flashscore.com/match/OfaJLSSI/#/match-summary/match-summary;7;5;1.0;0.0;7;3;1;4.833333333333333;2.5;13.333333333333334;11.5;1.8333333333333333;2.0;0.4716666666666667;0.535;5.333333333333333;6.25;2.1666666666666665;2.0
62744;62744;pko-bp-ekstraklasa;6;11;"[""08' Yellow_Away - Bartolewski M."", ""36' Yellow_Home - Mokwa T."", ""59' Yellow_Away - Balic S."", ""71' Yellow_Away - Zajic T."", ""87' Yellow_Home - Steczyk D."", ""90+7' Goal_Away - Bashkirov Y.(Szysz P.)""]";7;2021-09-12;12:30;0.0;1.0;0.0;0.0;Away;2.03;3.56;4.0;4.0;False;False;False;False;False;False;False;True;0;1;-1.0;0.52;0.48;15.0;14.0;5.0;5.0;83.0;79.0;67.0;64.0;10.0;9.0;;;;;6.0;9.0;1.0;1.0;;;4.0;5.0;12.0;12.0;2.0;3.0;https://www.flashscore.com/match/tC3bQjEm/#/match-summary/match-summary;7;6;-1.0;0.0;11;-1;-1;4.666666666666667;4.2;14.166666666666666;13.4;;1.8;0.4916666666666667;0.4699999999999999;5.166666666666667;5.8;2.0;0.8
62743;62743;pko-bp-ekstraklasa;9;16;"[""12' Yellow_Home - Kliment J.(Nadmierna ostrość)"", ""23' Goal_Away - Kubicki J."", ""31' Yellow_Home - Brown F.(Podcięcie)"", ""36' Yellow_Away - Kubicki J.(Podcięcie)"", ""45+1' Goal_Away - Durmus I."", ""49' Yellow_Away - Nalepa M.(Faul)"", ""72' Goal_Home - Frydrych M.(Hugi D.)"", ""84' Yellow_Away - Sezonienko K.(Faul)"", ""84' Yellow_Away - Zwoliński Ł.(Faul)"", ""90' Yellow_Home - Szota S.(Nadmierna ostrość)"", ""90+4' Red_Card_Home - Żółta kartka / Szota S.(Podcięcie)"", ""90+8' Goal_Home - Frydrych M.""]";7;2021-09-12;15:00;2.0;2.0;0.0;2.0;Draw;2.07;3.65;3.8;3.65;True;True;False;False;False;True;True;False;3;2;1.0;0.64;0.36;18.0;12.0;7.0;4.0;96.0;64.0;113.0;46.0;11.0;8.0;;;;;14.0;1.0;2.0;0.0;;;2.0;5.0;7.0;14.0;4.0;4.0;https://www.flashscore.com/match/AieFM8DC/#/match-summary/match-summary;7;7;0.0;-2.0;0;1;0;5.5;4.166666666666667;15.0;14.166666666666666;1.6666666666666667;2.5;0.57;0.5016666666666666;5.0;8.0;2.5;2.0
